double,Eligibility_last_decision,Eligibility_note,Double_coder,Title,unique_ID,moderators_checked,long_cite,short_cite,doi/url ,year,source,publication_type,coder,peer_reviewed,country_data_collected_from,research_design ,expt_num,if_exp_num_not_1_same_subject,feedback_type,delay_definition ,feedback_delay_difference,delay_i(seconds/item),delay_d(seconds/item),retention_interval_difference_last_feedback_posttest_immediate_vs_delayed,delayed_feedback_given_in,training_duration_sec,nb_question/item_in_training,feedback_delay_difference_converted_to_time(sec),educational_level,learning_domain,task_level,task_leve_in_vanderkleij,experimental_vs_curriculum_based_task,prior_knowledge,arbitrary_learning,participants_have_prior_knowledge_on_task,study_setting,memory_type,mean_age,sd_age,min_age,max_age,gender,answer_type_in_training,learning_material_type_in_training,participant_design,study_structure,conditions_order,assignment_participants,interval_btw_last_feedback_and_posttest_controlled,measure_of_outcome,memory_retrieval_vs_knowledge_application,posttest_category,type_posttest,item_posttest,feedback_provider,system_adaptivity,data_link ,preregistered,n_excluded,nb_measurement_points,time_limit_for_answer,time_limit_for_answer_not_indicated_explicitly,extra_group_exist,n_posttest_in_exp,posttest_number,retention_interwal(day)_i,retention_interwal(day)_d,feedback_provided_i,feedback_provided_d,nb_times_feedback_provided_i,nb_times_feedback_provided_d,feedback_remind_answer_i,feedback_remind_answer_d,webplotdigitizer used?,N_total,n_extra_group_if_any,n_i,n_d,mean_i,mean_d,sd_i,sd_d,se_i,se_d,lower_CI,upper_CI,t,SEM,F,cohens_f,se_f,F_sign_change,df,p,eta_square,partial_eta_square,odd_ratio,log_odd,SE_log_odd,corr,power,beta,SE_beta,SD_beta,n_point,effect_size_original,SE_original,effect_size_by_calculator,se_by_calculator,effect_size_double_coder,se_effect_size_double_coder,effect_size_formula_to_be_used,alternative_effect_size_formula_to_be_used,decision_justification,Question/objective sufficiently described?,Study design evident and appropriate? ,Method of subject/comparison group selection or source of information/input variables described and appropriate? ,"Subject (and comparison group, if applicable) characteristics sufficiently described?","If interventional and random allocation was possible, was it described?","If interventional and blinding of investigators was possible, was it reported?","If interventional and blinding of subjects was possible, was it reported?",Outcome and (if applicable) exposure measure(s) well defined and robust to measurement/misclassification bias? Means of assessment reported?,Sample size appropriate?,Analytic methods described/justified and appropriate? ,Some estimate of variance is reported for the main results?,Controlled for confounding?,Results reported in sufficient detail?,Conclusions supported by the results?,condition
80,yes,,,The effects of immediate versus delayed feedback on complex concept learning,corral2021,yes,"Corral, D., Carpenter, S. K., & Clingan-Siverly, S. (2021). The effects of immediate versus delayed feedback on complex concept learning. Quarterly Journal of Experimental Psychology, 74(4), 786-799.",,10.1177/1747021820977739,2021,WoS search_first,journalArticle,EK,yes,US,exp,2,different,elaborated,item,11,1,12,NA,one_go,no_info,12,NA,tertiary,STEM,higher_order,,experimental_task,not_adjusted,no,yes,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,classification,forced_choice,between,Pretest-Sturdy-Training-Posttest,NA,randomly,no,posttest_performance,knowledge_application,application,application,different_from_training,technology,non_adaptive,,no,no_info,NA,no,yes,yes,1,1,0,0,independent_of_error,independent_of_error,12,1,no_info,no_info,yes,171,56,57,58,0.36,0.33,,,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,-0.05,0.19,,,between_with_mean_se,,"we decided to have training phase, classification posttest and application posttest scores separately.",yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,yes,yes,yes,posttest_application
80,yes,,,The effects of immediate versus delayed feedback on complex concept learning,corral2021,yes,"Corral, D., Carpenter, S. K., & Clingan-Siverly, S. (2021). The effects of immediate versus delayed feedback on complex concept learning. Quarterly Journal of Experimental Psychology, 74(4), 786-799.",,10.1177/1747021820977739,2021,WoS search_first,journalArticle,EK,yes,US,exp,3,different,elaborated,seconds,172800,0,172800,172800,one_go,no_info,12,172800,tertiary,STEM,higher_order,,experimental_task,not_adjusted,no,yes,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,classification,forced_choice,between,Pretest-Sturdy-Training-Posttest,NA,randomly,no,posttest_performance,knowledge_application,application,classification,different_from_training,technology,non_adaptive,,no,8,NA,no,yes,no,1,1,2,2,independent_of_error,independent_of_error,12,1,no_info,no_info,yes,69,,36,33,0.68,0.77,,,0.02,0.03,,,,,,,,,,,,,,,,,,,,,,,,-0.6,0.25,,,between_with_mean_se,,"we decided to have training phase, classification posttest and application posttest scores separately.",yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,yes,yes,yes,posttest_classification
80,yes,,,The effects of immediate versus delayed feedback on complex concept learning,corral2021,yes,"Corral, D., Carpenter, S. K., & Clingan-Siverly, S. (2021). The effects of immediate versus delayed feedback on complex concept learning. Quarterly Journal of Experimental Psychology, 74(4), 786-799.",,10.1177/1747021820977739,2021,WoS search_first,journalArticle,EK,yes,US,exp,3,different,elaborated,seconds,172800,0,172800,172800,one_go,no_info,12,172800,tertiary,STEM,higher_order,,experimental_task,not_adjusted,no,yes,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,classification,forced_choice,between,Pretest-Sturdy-Training-Posttest,NA,randomly,no,posttest_performance,knowledge_application,application,application,different_from_training,technology,non_adaptive,,no,8,NA,no,yes,no,1,1,2,2,independent_of_error,independent_of_error,12,1,no_info,no_info,yes,69,,36,33,0.45,0.55,,,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,-0.4,0.24,,,between_with_mean_se,,"we decided to have training phase, classification posttest and application posttest scores separately.",yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,yes,yes,yes,posttest_application
87,yes,,EE,Feedback enhances the positive effects and reduces the negative effects of multiple-choice testing,butler2008,yes,"Butler, A. C., & Roediger, H. L. (2008). Feedback enhances the positive effects and reduces the negative effects of multiple-choice testing. Memory & cognition, 36(3), 604-616.",,10.3758/MC.36.3.604,2008,WoS search_first,journalArticle,EK,yes,US,exp,1,,mixed(verification+correct_response),item,12,0,12,NA,one_go,no_info,42,NA,tertiary,text_memory,lower_order,,experimental_task,not_adjusted,no,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,MCQ,MCQ,within,Study-Training-Posttest,counterbalanced,NA,no,posttest_performance,memory_retrieval,recall(cued_recall),cued_recall,mixed,technology,non_adaptive,,no,no_info,NA,no,,yes,1,1,7,7,independent_of_error,independent_of_error,12,1,yes,yes,no,72,,72,72,,,,,,,,,-4.79,0.022,,,,,71,,,,,,,,,,,,,-0.56,,-0.04,0.13,-1.129,0.2538,paired_t_test_with_sem,,we decided to have only the overall comparison as the others are not interesting for this metanalysis,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes,overall_effect_of_timing
98,yes,,,Timing matters: the impact of immediate and delayed feedback on artificial language learning,opitz2011,yes,"Opitz, B., Ferdinand, N. K., & Mecklinger, A. (2011). Timing matters: the impact of immediate and delayed feedback on artificial language learning. Frontiers in human neuroscience, 5, 8.",,10.3389/fnhum.2011.00008,2011,WoS search_first,journalArticle,EK,yes,Germany,exp,1,,verification,seconds,1,0,1,1,following_item,2100,200,1,tertiary,language_learning,higher_order,,experimental_task,not_adjusted,yes,no,lab_computer,semantic,22.3,no_info,30,34,55.56,forced_choice,forced_choice,within,Study-Training-Posttest,no_info,NA,no,posttest_performance,knowledge_application,mixed,forced_choice,mixed,technology,non_adaptive,,no,2,NA,yes,yes,no,1,1,0,0,independent_of_error,independent_of_error,200,15,no,no,no,45,,45,45,0.83,0.68,,,0.02,0.02,,,,,20.31,,,0,,,,,,,,,,,,,,,,-0.04,0.19,,,within_with_mean_se,within_subject_anova_f,we merged the two experiments as the immediate feedback is used in experiment 1 and the delayed in experiment 2,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes,for_posttest
151,yes,,LG,Immediate text-based feedback timing on foreign language online assignments: How immediate should immediate feedback be?,lu2023,yes,"Lu, X., Wang, W., Motz, B. A., Ye, W., & Heffernan, N. T. (2023). Immediate text-based feedback timing on foreign language online assignments: How immediate should immediate feedback be?. Computers and education open, 5, 100148.",,10.1016/j.caeo.2023.100148,2023,WoS search_first,journalArticle,EK,yes,US,exp,1,,mixed(verification+correct_response+elaborated),item,5,1,5,NA,one_go,no_info,6,NA,tertiary,language_learning,lower_order,,curriculum_based_tasl,not_adjusted,no,yes,classroom_computer,semantic,no_info,no_info,18,25,50.62,MCQ,MCQ,between,Pretest-Training-Posttest,counterbalanced,no_info,no,posttest_performance,knowledge_application,application,MCQ,different_from_training,technology,non_adaptive,tps://osf.io/h95pv/?view_only =0b8495850fdd4 3d6929f24ca775ca1be,yes,4,NA,no,yes,yes,1,1,3,3,independent_of_error,independent_of_error,6,1,yes,yes,no,69,23,23,23,0.49,0.32,0.22,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,0.31,0.743,0.305,between_with_mean_sd,,,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes,for_posttest
169,yes,,LG,THE ACCURACY OF COMPUTER-ASSISTED FEEDBACK AND STUDENTS' RESPONSES TO IT,lavolette2015,yes,"Lavolette, E., Polio, C., & Kahng, J. (2015). The accuracy of computer-assisted feedback and students’ responses to it. Language, Learning & Technology, 19(2).",,10125/44417,2015,WoS search_first,journalArticle,EK,yes,US,exp,1,,elaborated,seconds,NA,0,NA,NA,one_go,2400,4,NA,tertiary,language_learning,higher_order,,curriculum_based_tasl,not_adjusted,no,yes,lab_computer,semantic,21,no_info,no_info,no_info,no_info,wiritng,wiritng,between,Training-Posttest,partially_counterbalanced,randomly,no,posttest_performance,knowledge_application,application,writing,different_from_training,technology,non_adaptive,,no,no_info,NA,yes,yes,no,1,1,7,7,only_for_errors,only_for_errors,NA,1,yes,yes,no,32,,16,16,0.74,0.73,0.12,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,0.35,0.065,0.354,between_with_mean_sd,,"here we only had the result from last writing session like as a posttest and we assumed that the groups are divided on equal numbers of sample sizes since its not reported in the paper

the feedback delay difference cannot be calcualted since its sometimes 1 somethimes 3 weeks passes before the delayed feedback is provided",yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,partial,yes,
192,yes,,LG,Error Feedback and the Acquisition of Geographical Representations,guzmanmunoz2008,yes,"Guzmán‐Muñoz, F. J., & Johnson, A. (2008). Error feedback and the acquisition of geographical representations. Applied Cognitive Psychology: The Official Journal of the Society for Applied Research in Memory and Cognition, 22(7), 979-995.",,10.1002/acp.1410,2008,WoS search_first,journalArticle,EK,yes,Netherlands,exp,1,,verification,item,27,1,28,480,one_go,no_info,28,480,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,no,yes,lab_computer,semantic,21.1,2.7,18,28,57.14,classification,classification,between,Pretest-Training-Posttest,NA,pseudorandom,no,posttest_performance,memory_retrieval,recall(free_recall),recall,identical_to_training,technology,non_adaptive,,no,4,,yes,,yes,2,1,0,0,independent_of_error,independent_of_error,28,1,yes,yes,no,73,25,23,25,8.65,11.24,3.63,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,0.29,-0.648,0.296,between_with_mean_sd,,we decided to have the number of hits as the performance measure in the immediate and delayed posttests separately as they are reported separately,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes,immediate_posttest
192,yes,,LG,Error Feedback and the Acquisition of Geographical Representations,guzmanmunoz2008,yes,"Guzmán‐Muñoz, F. J., & Johnson, A. (2008). Error feedback and the acquisition of geographical representations. Applied Cognitive Psychology: The Official Journal of the Society for Applied Research in Memory and Cognition, 22(7), 979-995.",,10.1002/acp.1410,2008,WoS search_first,journalArticle,EK,yes,Netherlands,exp,1,,verification,item,27,1,28,480,one_go,no_info,28,480,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,no,yes,lab_computer,semantic,21.1,2.7,18,28,57.14,classification,classification,between,Pretest-Training-Posttest,NA,pseudorandom,no,posttest_performance,memory_retrieval,recall(free_recall),recall,identical_to_training,technology,non_adaptive,,no,4,,yes,,yes,2,2,7,7,independent_of_error,independent_of_error,28,1,yes,yes,no,73,25,23,25,6.04,7.64,4,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,0.29,-0.45,0.293,between_with_mean_sd,,we decided to have the number of hits as the performance measure in the immediate and delayed posttests separately as they are reported separately,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes,delayed_posttest
194,yes,,,Providing corrective feedback during retrieval practice does not increase retrieval-induced forgetting,erdman2013,yes,"Erdman, M. R., & Chan, J. C. (2013). Providing corrective feedback during retrieval practice does not increase retrieval-induced forgetting. Journal of Cognitive Psychology, 25(6), 692-703.",,10.1080/20445911.2013.790389,2013,WoS search_first,journalArticle,EK,yes,US,exp,1,,correct_response,item,47,1,48,282,one_go,no_info,48,282,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,pairs(words),pairs(words),between,Study-Training-Posttest,NA,randomly,no,posttest_performance,memory_retrieval,recall(cued_recall),cued_recall,identical_to_training,technology,non_adaptive,,no,0,NA,yes,,yes,1,1,0,0,independent_of_error,independent_of_error,48,1,no_info,no_info,yes,96,32,32,32,0.77,0.76,,,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,-0.02,0.25,,,within_with_mean_se,,we decided to have only posttest comparison we decided to have only the tested items. ,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes,posttest_tested_items
248,yes,,EE,The Effectiveness of Synchronous and Asynchronous Written Corrective Feedback on Grammatical Accuracy in a Computer-Mediated Environment,shintani2016,yes,"Shintani, N., & Aubrey, S. (2016). The effectiveness of synchronous and asynchronous written corrective feedback on grammatical accuracy in a computer‐mediated environment. The Modern Language Journal, 100(1), 296-319.",,10.1111/modl.12317,2016,WoS search_first,journalArticle,EK,yes,Japan,exp,1,,correct_response,seconds,1800,0,1800,1800,one_go,3000,NA,1800,tertiary,language_learning,higher_order,,curriculum_based_tasl,not_adjusted,no,yes,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,wiritng,wiritng,between,Pretest-Training-Posttest,NA,randomly,no,posttest_performance,knowledge_application,application,text_reconstruction,different_from_training,experimenter_by_technology,non_adaptive,,no,8,NA,yes,,yes,2,1,7,7,only_for_errors,only_for_errors,NA,1,no_info,no_info,no,68,22,25,21,3.35,2.58,1.23,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,0.3,0.5834,0.3022,between_with_mean_sd,,we decided to have the immediate posttest and delayed posttest scores separatrely as they are reported separately,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes,immediate_posttest
248,yes,,EE,The Effectiveness of Synchronous and Asynchronous Written Corrective Feedback on Grammatical Accuracy in a Computer-Mediated Environment,shintani2016,yes,"Shintani, N., & Aubrey, S. (2016). The effectiveness of synchronous and asynchronous written corrective feedback on grammatical accuracy in a computer‐mediated environment. The Modern Language Journal, 100(1), 296-319.",,10.1111/modl.12317,2016,WoS search_first,journalArticle,EK,yes,Japan,exp,1,,correct_response,seconds,1800,0,1800,1800,one_go,3000,NA,1800,tertiary,language_learning,higher_order,,curriculum_based_tasl,not_adjusted,no,yes,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,wiritng,wiritng,between,Pretest-Training-Posttest,NA,randomly,no,posttest_performance,knowledge_application,application,text_reconstruction,different_from_training,experimenter_by_technology,non_adaptive,,no,8,NA,yes,,yes,2,2,21,21,only_for_errors,only_for_errors,NA,1,no_info,no_info,no,68,22,25,21,3.13,2.2,1.47,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,0.3,0.6564,0.3038,between_with_mean_sd,,we decided to have the immediate posttest and delayed posttest scores separatrely as they are reported separately,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes,delayed_posttest
456,yes,,,Weighing Up Exercises on Phrasal Verbs: Retrieval Versus Trial-and-Error Practices,strong2019,yes,"Strong, B., & Boers, F. (2019). Weighing up exercises on phrasal verbs: Retrieval versus trial‐and‐error practices. The Modern Language Journal, 103(3), 562-579.",,10.1111/modl.12579,2019,WoS search_first,journalArticle,EK,yes,Japan,exp,1,,mixed(verification+correct_response),item,13,1,14,195,one_go,2700,14,195,tertiary,language_learning,lower_order,,curriculum_based_tasl,not_adjusted,no,yes,classroom_computer,semantic,no_info,no_info,no_info,no_info,no_info,fill_in_the_blank,word,between,Training-Posttest,NA,randomly,no,posttest_performance,memory_retrieval,recall(cued_recall),cued_recall,identical_to_training,technology,non_adaptive,,no_info,no_info,NA,yes,,no,2,1,0,0,independent_of_error,independent_of_error,14,1,no,no,no,145,,29,29,0.42,0.51,0.2,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.26,,,between_with_mean_sd,,"we decided to record effects sizes for the comparison of immediate vs delayed feedback only for the trial and error exercises and  for the durin training, immediate posttest and delayed posttest deparately as they aslo reported separately. For the retrieval exercise we didnt record the effect sizes since in this condition no feedback is used",yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes,trial_and_error_practice_immediate_posttest
456,yes,,,Weighing Up Exercises on Phrasal Verbs: Retrieval Versus Trial-and-Error Practices,strong2019,yes,"Strong, B., & Boers, F. (2019). Weighing up exercises on phrasal verbs: Retrieval versus trial‐and‐error practices. The Modern Language Journal, 103(3), 562-579.",,10.1111/modl.12579,2019,WoS search_first,journalArticle,EK,yes,Japan,exp,1,,mixed(verification+correct_response),item,13,1,14,195,one_go,2700,14,195,tertiary,language_learning,lower_order,,curriculum_based_tasl,not_adjusted,no,yes,classroom_computer,semantic,no_info,no_info,no_info,no_info,no_info,fill_in_the_blank,word,between,Training-Posttest,NA,randomly,no,posttest_performance,memory_retrieval,recall(cued_recall),cued_recall,identical_to_training,technology,non_adaptive,,no_info,no_info,NA,yes,,no,2,2,7,7,independent_of_error,independent_of_error,28,2,no,no,no,145,,29,29,0.13,0.1,0.14,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.26,,,between_with_mean_sd,,"we decided to record effects sizes for the comparison of immediate vs delayed feedback only for the trial and error exercises and  for the durin training, immediate posttest and delayed posttest deparately as they aslo reported separately. For the retrieval exercise we didnt record the effect sizes since in this condition no feedback is used",yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes,trial_and_error_practice_delayed_posttest
522,yes,,,When and Why a Failed Test Potentiates the Effectiveness of Subsequent Study,hays2013,yes,"Hays, M. J., Kornell, N., & Bjork, R. A. (2013). When and why a failed test potentiates the effectiveness of subsequent study. Journal of Experimental Psychology: Learning, Memory, and Cognition, 39(1), 290.",,10.1037/a0028468,2013,WoS search_first,journalArticle,EK,yes,US,exp,1,,correct_response,seconds,570,0,570,570,one_go,no_info,60,570,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,pairs(words),pairs(words),within,Training-Posttest,counterbalanced,NA,yes,posttest_performance,memory_retrieval,recall(cued_recall),cued_recall,identical_to_training,technology,non_adaptive,,no,no_info,NA,yes,,yes,1,1,0,0,independent_of_error,independent_of_error,30,1,no,no,yes,70,70,70,70,0.73,0.6,,,0.02,0.03,,,,,,,,,,,,,,,,,,,,,,,,0,0.17,,,within_with_mean_se,,we decided to include only the comparison btw test–present and spaced test–present since tehse are the ones that feedback is provided,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,yes,yes,yes,posttest
522,yes,,,When and Why a Failed Test Potentiates the Effectiveness of Subsequent Study,hays2013,yes,"Hays, M. J., Kornell, N., & Bjork, R. A. (2013). When and why a failed test potentiates the effectiveness of subsequent study. Journal of Experimental Psychology: Learning, Memory, and Cognition, 39(1), 290.",,10.1037/a0028468,2013,WoS search_first,journalArticle,EK,yes,US,exp,2,different,correct_response,seconds,570,0,570,570,one_go,no_info,60,570,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,pairs(words),pairs(words),within,Training-Posttest,counterbalanced,NA,yes,posttest_performance,memory_retrieval,recall(cued_recall),cued_recall,identical_to_training,technology,non_adaptive,,no,no_info,NA,yes,,yes,1,1,0,0,independent_of_error,independent_of_error,30,1,no,no,yes,45,45,45,45,0.68,0.58,,,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,0,0.21,,,within_with_mean_se,,we decided to include only the comparison btw test–present and spaced test–present since tehse are the ones that feedback is provided,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,yes,yes,yes,posttest
522,yes,,,When and Why a Failed Test Potentiates the Effectiveness of Subsequent Study,hays2013,yes,"Hays, M. J., Kornell, N., & Bjork, R. A. (2013). When and why a failed test potentiates the effectiveness of subsequent study. Journal of Experimental Psychology: Learning, Memory, and Cognition, 39(1), 290.",,10.1037/a0028468,2013,WoS search_first,journalArticle,EK,yes,US,exp,3,different,correct_response,seconds,570,0,570,570,one_go,no_info,60,570,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,lab_computer,semantic,no_info,no_info,no_info,no_info,no_info,pairs(words),pairs(words),within,Training-Posttest,counterbalanced,NA,yes,posttest_performance,memory_retrieval,recall(reversed_cued_recall),reverse_cued_recall,identical_to_training,technology,non_adaptive,,no,no_info,NA,yes,,yes,1,1,0,0,independent_of_error,independent_of_error,30,1,no,no,yes,52,52,52,52,0.66,0.58,,,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,,,within_with_mean_se,,we decided to include only the comparison btw test–present and spaced test–present since tehse are the ones that feedback is provided,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,yes,yes,yes,posttest
532,yes,,,Delaying feedback by three seconds benefits retention of face-name pairs: the role of active anticipatory processing,carpenter2011,yes,"Carpenter, S. K., & Vul, E. (2011). Delaying feedback by three seconds benefits retention of face–name pairs: The role of active anticipatory processing. Memory & Cognition, 39, 1211-1221.",,10.3758/s13421-011-0092-1,2011,WoS search_first,journalArticle,EK,yes,US,exp,1,,correct_response,seconds,3,0,3,3,following_item,no_info,36,3,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,individual_computer,semantic,no_info,no_info,no_info,no_info,no_info,association,pairs(face+names),within,Study-Training-Posttest,not_counterbalanced,randomly,no,posttest_performance,memory_retrieval,recall(cued_recall),cued_recall,identical_to_training,technology,non_adaptive,,no,no_info,NA,no,,yes,1,1,0,0,independent_of_error,independent_of_error,12,12,no,no,no,31,31,31,31,,,,,,,,,-2.96,,,,,,,,,,,,,,,,,,,,,0,0.19,,,paired_t_test_with_t_value,,,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes,
532,yes,,,Delaying feedback by three seconds benefits retention of face-name pairs: the role of active anticipatory processing,carpenter2011,yes,"Carpenter, S. K., & Vul, E. (2011). Delaying feedback by three seconds benefits retention of face–name pairs: The role of active anticipatory processing. Memory & Cognition, 39, 1211-1221.",,10.3758/s13421-011-0092-1,2011,WoS search_first,journalArticle,EK,yes,US,exp,2,partially_same,correct_response,seconds,3,0,3,3,following_item,no_info,36,3,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,individual_computer,semantic,no_info,no_info,no_info,no_info,no_info,association,pairs(face+names),within,Study-Training-Posttest,not_counterbalanced,randomly,no,posttest_performance,memory_retrieval,recall(cued_recall),cued_recall,identical_to_training,technology,non_adaptive,,no,no_info,NA,no,,yes,1,1,0,0,independent_of_error,independent_of_error,12,12,no,no,no,51,51,51,51,,,,,,,,,-3.1,,,,,,,,,,,,,,,,,,,,,0,0.15,,,paired_t_test_with_t_value,,,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes,delayed_vs_immediate
532,yes,,,Delaying feedback by three seconds benefits retention of face-name pairs: the role of active anticipatory processing,carpenter2011,yes,"Carpenter, S. K., & Vul, E. (2011). Delaying feedback by three seconds benefits retention of face–name pairs: The role of active anticipatory processing. Memory & Cognition, 39, 1211-1221.",,10.3758/s13421-011-0092-1,2011,WoS search_first,journalArticle,EK,yes,US,exp,2,partially_same,correct_response,seconds,3,0,3,3,following_item,no_info,36,3,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,individual_computer,semantic,no_info,no_info,no_info,no_info,no_info,association,pairs(face+names),within,Study-Training-Posttest,not_counterbalanced,randomly,no,posttest_performance,memory_retrieval,recall(cued_recall),cued_recall,identical_to_training,technology,non_adaptive,,no,no_info,NA,no,,yes,1,1,0,0,independent_of_error,independent_of_error,12,12,no,no,no,51,51,51,51,,,,,,,,,-1.93,,,,,,,,,,,,,,,,,,,,,0.02,0.14,,,paired_t_test_with_t_value,,,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes,delayed_vs_immediate_prolonged_feedback
532,yes,,,Delaying feedback by three seconds benefits retention of face-name pairs: the role of active anticipatory processing,carpenter2011,yes,"Carpenter, S. K., & Vul, E. (2011). Delaying feedback by three seconds benefits retention of face–name pairs: The role of active anticipatory processing. Memory & Cognition, 39, 1211-1221.",,10.3758/s13421-011-0092-1,2011,WoS search_first,journalArticle,EK,yes,US,exp,2,partially_same,correct_response,seconds,3,0,3,3,following_item,no_info,36,3,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,individual_computer,semantic,no_info,no_info,no_info,no_info,no_info,association,pairs(face+names),within,Study-Training-Posttest,not_counterbalanced,randomly,no,posttest_performance,memory_retrieval,recall(cued_recall),cued_recall,identical_to_training,technology,non_adaptive,,no,no_info,NA,no,,yes,1,1,0,0,independent_of_error,independent_of_error,12,12,no,no,no,51,51,51,51,,,,,,,,,-2.98,,,,,,,,,,,,,,,,,,,,,0.03,0.15,,,paired_t_test_with_t_value,,,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes,delayed_vs_immediate_prolonged_test
532,yes,,,Delaying feedback by three seconds benefits retention of face-name pairs: the role of active anticipatory processing,carpenter2011,yes,"Carpenter, S. K., & Vul, E. (2011). Delaying feedback by three seconds benefits retention of face–name pairs: The role of active anticipatory processing. Memory & Cognition, 39, 1211-1221.",,10.3758/s13421-011-0092-1,2011,WoS search_first,journalArticle,EK,yes,US,exp,3,partially_same,correct_response,seconds,3,0,3,3,following_item,no_info,36,3,tertiary,general_cognitive_skills,lower_order,,experimental_task,not_adjusted,yes,no,individual_computer,semantic,no_info,no_info,no_info,no_info,no_info,association,pairs(face+names),within,Study-Training-Posttest,not_counterbalanced,randomly,no,posttest_performance,memory_retrieval,recall(cued_recall),cued_recall,identical_to_training,technology,non_adaptive,,no,no_info,NA,no,,yes,1,1,0,0,independent_of_error,independent_of_error,12,12,no,no,no,36,36,36,36,0.76,0.82,0.21,0.19,,,,,-2.55,,,,,,,,,,,,,,,,,,,,,0.03,0.24,,,within_with_mean_sd,paired_t_test_with_t_value,,yes,yes,yes,yes,yes,NA,NA,yes,yes,yes,yes,partial,yes,yes,delayed_vs_immediate_prolonged_feedback
